Number of active threads,Average Bulk Upload Step 1- Create Draft,Average Bulk Upload Step 1- Update Data,Average Bulk Upload Step 1- Upload File,Average Confirm delivery,Average Create delivery - step 1,Average Login,Average Update delivery - before confirm,Average View delivery,Bulk Upload Step 1- Create Draft,Bulk Upload Step 1- Update Data,Bulk Upload Step 1- Upload File,Confirm delivery,Create delivery - step 1,Login,Update delivery - before confirm,View delivery
56,,,,,,,,,7.119247393846936,12.592759163480999,,6.615074743715844,8.329211513437082,408.9888144672011,15.425922428061314,16.663856015819082
57,,,,,,,,,,,13.561741613133476,6.1463095016508715,6.485764254861954,7.7738978084006956,11.38722339467474,12.68075639599555
58,,,,,,,,,,,,7.899634957474237,7.778296759761808,123.79589505867983,18.97284919856068,15.211923852762657
59,,,,,,,,,,,,8.508596732658473,6.25307908004703,28.517969144186956,17.216970316721856,
60,,,,,,,,,,,,,4.462287316406916,4.973208334654448,5.746025665581306,6.066120715802245
61,,,,,,,,,,,,5.245996355212591,6.18948122793331,5.35116789236259,8.85147831869496,5.405906893755976
62,,,,,,,,,,,,7.784657140464804,7.932322883555673,27.3208082221192,14.489901642155719,11.517741036596693
63,,,,,,,,,,,,7.813840971676723,8.144669438428373,32.92043807695073,16.439657419736278,13.953498203347186
64,,,,,,,,,,,,1.0229548724236035,,228.2821945606365,,
65,,,,,,,,,,,,0.9964129135113591,,682.0370524332114,,
66,,,,,,,,,,,,,,1.0465558797412153,,
67,,,,,,,,,,,,,,271.9865581302516,,
68,,,,,,,,,,,,0.9840668007698875,0.9784804219482922,,,
69,,,,,,,,,,,,,0.9889744192854691,37.78751369112815,,
70,,,,,,,,,,,,,0.9334826905638235,,,0.9961860306256048
71,,,,,,,,,,,,,,113.60787378784131,,
72,,,,,,,,,,,,,,0.9998750156230471,,
73,,,,,,,,,,,,,,0.9949435062899511,,
74,,,,,,,,,,,,,,46.62885948330183,,0.9893841752012194
75,,,,,,,,,,,,,,129.1241412124053,0.971048538809295,0.9292874224045002
76,,,,,,,,,,,,,,228.01324739525248,,0.9266258626155234
77,,,,,,,,,,,,1.035711883785056,,46.78007290400972,,
78,,,,,,,,,,,,,,77.21078240332403,1.0349631791945864,
79,,,,,,,,,,,,0.9655931063985822,,190.82347211712232,0.9265231924001642,0.8870026048684092
80,,,,,,,,,,,,,,48.03997764362905,,
81,,,,,,,,,,,,,,272.35402027515187,0.8523457831867847,0.871459201717186
82,,,,,,,,,,,,,,380.86405054801276,,
83,,,,,,,,,,,,,0.8145640119731096,39.9402521561426,0.7727414050988304,
84,,,,,,,,,,,,,0.64573660096553,56.743109473140144,,
85,,,,,,,,,,,,,,32.80038958840542,,0.6487113539750742
88,,,,,,,,,,,,,,112.31430550736778,,
89,,,,,,,,,,,,,,64.59601756264819,,
90,,,,,,,,,,,,,,237.92709304626484,,
91,,,,,,,,,,,,,,313.8979019364434,,
92,,,,,,,,,,,,,,1.2291763307545098,,
93,,,,,,,,,,,,,,1.2609391307879179,,
94,,,,,,,,,,,,,,15.60567154243136,,
95,,,,,,,,,,,,,,277.9883481080589,,
96,,,,,,,,,,,,,,362.52329295864166,,
97,,,,,,,,,,,,,,56.65173422969558,,
98,,,,,,,,,,,,,,0.4141994328003685,,
99,,,,,,,,,,,,,,199.96331988638764,,
100,,,,,,,,,,,,,,0.45183036480783656,,
101,,,,,,,,,,,,,,444.21149896005636,,
102,,,,,,,,,,,,,,470.12559149344867,,
103,,,,,,603.5383158153534,,,,,,,,511.50596738895536,,
104,,,,,,,,,,,,,,622.884610913682,,
