Percentiles,Book Pickup E0009,Bulk Upload Step 1- Create Draft,Bulk Upload Step 1- Update Data,Bulk Upload Step 1- Upload File,Bulk Upload Step 3 - Confirm ,Confirm delivery,Create Delivery As E0009,Create Delivery As Lazada,Create delivery - step 1,Delivery failed,Get available drivers,Get merchant id,Get orders of page 1,Get orders of page 10,Get orders of page 11,Get orders of page 12,Get orders of page 13,Get orders of page 14,Get orders of page 15,Get orders of page 16,Get orders of page 17,Get orders of page 18,Get orders of page 19,Get orders of page 2,Get orders of page 20,Get orders of page 3,Get orders of page 4,Get orders of page 5,Get orders of page 6,Get orders of page 7,Get orders of page 8,Get orders of page 9,Get pickup task today,Get service type id,Get total pages of all orders,Get total pages of arrived at hub tab,Get total pages of delivery failed tab,Get total pages of today pending pickup,Get total pages of today unassigned pickup,Get user id,Login,Login API Gateway _ E0009,Login API Gateway _ Lazada,POD ,Print invoice of Dex. The biggest one.,Print sticker ,Scan enroute to hub,Scan out for delivery ,Update delivery - before confirm,View delivery,View invoice details of DEX - summary view - the biggest one,View invoice details of DEx - the biggest one
27.2,747.0,759.0,1033.0,869.0,66495.0,919.0,614.0,506.0,710.0,93.0,498.0,281.0,990.0,61417.0,62303.0,97957.0,70291.0,81705.0,156916.0,192772.0,172024.0,64170.0,107698.0,1437.0,133427.0,823.0,1123.0,919.0,1387.0,1029.0,818.0,61662.0,82.0,275.0,1086.0,852.0,817.0,202.0,428.0,242.0,78132.0,1293.0,1120.0,92.0,119.0,383.0,100.0,125.0,520.0,334.0,228.0,653.0
27.3,747.0,759.0,1033.0,869.0,66495.0,919.0,614.0,506.0,710.0,93.0,498.0,281.0,990.0,61417.0,62303.0,97957.0,70291.0,81705.0,156916.0,192772.0,172024.0,64170.0,107698.0,1437.0,133427.0,823.0,1123.0,919.0,1387.0,1029.0,818.0,61662.0,82.0,275.0,1086.0,852.0,817.0,202.0,428.0,242.0,78132.0,1293.0,1120.0,92.0,119.0,383.0,100.0,125.0,520.0,334.0,239.0,653.0
27.4,747.0,759.0,1033.0,869.0,66495.0,919.0,614.0,506.0,710.0,93.0,498.0,281.0,990.0,61417.0,62303.0,97957.0,70291.0,81705.0,156916.0,192772.0,172024.0,64170.0,107698.0,1437.0,133427.0,823.0,1123.0,919.0,1387.0,1029.0,818.0,61662.0,82.0,275.0,1086.0,852.0,817.0,202.0,428.0,242.0,78550.0,1293.0,1120.0,92.0,119.0,383.0,100.0,125.0,520.0,334.0,239.0,653.0
27.5,747.0,759.0,1033.0,869.0,66495.0,919.0,614.0,506.0,710.0,93.0,498.0,281.0,990.0,61417.0,62303.0,97957.0,70291.0,81705.0,156916.0,192772.0,172024.0,64170.0,107698.0,1437.0,133427.0,823.0,1123.0,919.0,1387.0,1029.0,818.0,61662.0,82.0,275.0,1086.0,852.0,817.0,202.0,428.0,242.0,79201.0,1293.0,1120.0,92.0,119.0,383.0,100.0,125.0,520.0,334.0,239.0,653.0
27.6,747.0,759.0,1033.0,869.0,66495.0,919.0,614.0,506.0,710.0,93.0,498.0,281.0,990.0,61417.0,62303.0,97957.0,70291.0,81705.0,156916.0,192772.0,172024.0,64170.0,107698.0,1437.0,133427.0,823.0,1123.0,919.0,1387.0,1029.0,818.0,61662.0,82.0,275.0,1086.0,852.0,817.0,202.0,428.0,242.0,79233.0,1293.0,1120.0,92.0,119.0,383.0,100.0,125.0,520.0,334.0,239.0,653.0
27.7,747.0,759.0,1033.0,869.0,66495.0,919.0,614.0,506.0,710.0,93.0,498.0,281.0,990.0,61417.0,62303.0,97957.0,70291.0,81705.0,156916.0,192772.0,172024.0,64170.0,107698.0,1437.0,133427.0,823.0,1123.0,919.0,1387.0,1029.0,818.0,61662.0,82.0,275.0,1086.0,852.0,817.0,202.0,428.0,242.0,79252.0,1293.0,1120.0,92.0,119.0,383.0,100.0,125.0,520.0,334.0,239.0,653.0
27.8,747.0,759.0,1033.0,869.0,66495.0,919.0,614.0,506.0,710.0,93.0,498.0,281.0,990.0,61417.0,62303.0,97957.0,70291.0,81705.0,156916.0,192772.0,172024.0,64170.0,107698.0,1437.0,133427.0,823.0,1123.0,919.0,1387.0,1029.0,818.0,61662.0,82.0,275.0,1086.0,852.0,817.0,202.0,428.0,242.0,79252.0,1293.0,1120.0,92.0,119.0,383.0,100.0,125.0,520.0,334.0,239.0,653.0
27.9,747.0,759.0,1033.0,869.0,66495.0,919.0,614.0,506.0,710.0,93.0,498.0,281.0,990.0,61417.0,62303.0,97957.0,70291.0,81705.0,156916.0,192772.0,172024.0,64170.0,107698.0,1437.0,133427.0,823.0,1123.0,919.0,1387.0,1029.0,818.0,61662.0,82.0,275.0,1086.0,852.0,817.0,202.0,428.0,242.0,79504.0,1293.0,1120.0,92.0,119.0,383.0,100.0,125.0,520.0,334.0,239.0,653.0
28.0,747.0,759.0,1033.0,869.0,66495.0,919.0,614.0,506.0,710.0,93.0,498.0,281.0,990.0,61417.0,62303.0,97957.0,70291.0,81705.0,156916.0,192772.0,172024.0,64170.0,107698.0,1437.0,133427.0,823.0,1123.0,919.0,1387.0,1029.0,818.0,61662.0,82.0,275.0,1086.0,852.0,817.0,202.0,428.0,242.0,79548.0,1293.0,1120.0,92.0,119.0,383.0,100.0,125.0,520.0,334.0,239.0,653.0
28.1,747.0,759.0,1033.0,869.0,66495.0,919.0,614.0,506.0,710.0,93.0,498.0,281.0,990.0,61417.0,62303.0,97957.0,70291.0,81705.0,156916.0,192772.0,172024.0,64170.0,107698.0,1437.0,133427.0,823.0,1123.0,919.0,1387.0,1029.0,818.0,61662.0,82.0,275.0,1086.0,852.0,817.0,202.0,428.0,242.0,79679.0,1293.0,1120.0,92.0,119.0,383.0,100.0,125.0,520.0,334.0,239.0,653.0
28.2,747.0,759.0,1033.0,869.0,66495.0,919.0,614.0,506.0,710.0,93.0,498.0,281.0,990.0,61417.0,62303.0,97957.0,70291.0,81705.0,156916.0,192772.0,172024.0,64170.0,107698.0,1437.0,133427.0,823.0,1123.0,919.0,1387.0,1029.0,818.0,61662.0,82.0,275.0,1086.0,852.0,817.0,202.0,428.0,242.0,79679.0,1293.0,1120.0,92.0,119.0,383.0,100.0,125.0,520.0,334.0,239.0,653.0
28.3,747.0,759.0,1033.0,869.0,66495.0,919.0,614.0,506.0,710.0,93.0,498.0,281.0,990.0,61417.0,62303.0,97957.0,70291.0,81705.0,156916.0,192772.0,172024.0,64170.0,107698.0,1437.0,133427.0,823.0,1123.0,919.0,1387.0,1029.0,818.0,61662.0,82.0,275.0,1086.0,852.0,817.0,202.0,428.0,242.0,79966.0,1293.0,1120.0,92.0,119.0,383.0,100.0,125.0,520.0,334.0,239.0,653.0
28.4,747.0,759.0,1033.0,869.0,66495.0,919.0,614.0,506.0,710.0,93.0,498.0,281.0,990.0,61417.0,62303.0,97957.0,70291.0,81705.0,156916.0,192772.0,172024.0,64170.0,107698.0,1437.0,133427.0,823.0,1123.0,919.0,1387.0,1029.0,818.0,61662.0,82.0,275.0,1086.0,852.0,817.0,202.0,428.0,242.0,79973.0,1293.0,1120.0,92.0,119.0,383.0,100.0,125.0,520.0,334.0,239.0,653.0
28.5,747.0,759.0,1033.0,869.0,66495.0,919.0,614.0,506.0,710.0,93.0,498.0,281.0,990.0,61417.0,62303.0,97957.0,70291.0,81705.0,156916.0,192772.0,172024.0,64170.0,107698.0,1437.0,133427.0,823.0,1123.0,919.0,1387.0,1029.0,818.0,61662.0,82.0,275.0,1086.0,852.0,817.0,202.0,428.0,242.0,79984.0,1293.0,1120.0,92.0,119.0,383.0,100.0,125.0,520.0,334.0,239.0,653.0
28.6,747.0,759.0,1033.0,869.0,66495.0,919.0,614.0,506.0,710.0,93.0,498.0,281.0,990.0,61417.0,62303.0,97957.0,70291.0,81705.0,156916.0,192772.0,172024.0,64170.0,107698.0,1437.0,133427.0,823.0,1123.0,919.0,1387.0,1029.0,818.0,61662.0,82.0,360.0,1086.0,852.0,817.0,202.0,428.0,242.0,80042.0,1293.0,1120.0,92.0,119.0,383.0,100.0,125.0,520.0,334.0,239.0,653.0
28.7,747.0,759.0,1033.0,869.0,66495.0,919.0,614.0,506.0,710.0,93.0,498.0,281.0,990.0,61417.0,62303.0,97957.0,70291.0,81705.0,156916.0,192772.0,172024.0,64170.0,107698.0,1437.0,133427.0,823.0,1123.0,919.0,1387.0,1029.0,818.0,61662.0,82.0,360.0,1086.0,852.0,817.0,202.0,428.0,242.0,80042.0,1293.0,1120.0,92.0,119.0,383.0,100.0,125.0,520.0,334.0,239.0,653.0
28.8,747.0,759.0,1033.0,869.0,66495.0,919.0,614.0,506.0,710.0,93.0,498.0,281.0,990.0,61417.0,62303.0,97957.0,70291.0,81705.0,156916.0,192772.0,172024.0,64170.0,107698.0,1437.0,133427.0,823.0,1123.0,919.0,1387.0,1029.0,818.0,61662.0,82.0,360.0,1086.0,852.0,817.0,202.0,428.0,242.0,80259.0,1293.0,1120.0,92.0,119.0,383.0,100.0,125.0,520.0,334.0,239.0,653.0
28.9,747.0,759.0,1033.0,869.0,66495.0,919.0,614.0,506.0,710.0,93.0,498.0,281.0,990.0,61417.0,62303.0,97957.0,70291.0,81705.0,156916.0,192772.0,172024.0,64170.0,107698.0,1437.0,133427.0,823.0,1123.0,919.0,1387.0,1029.0,818.0,61662.0,82.0,360.0,1086.0,852.0,817.0,202.0,428.0,242.0,80607.0,1293.0,1120.0,92.0,119.0,383.0,100.0,125.0,520.0,334.0,239.0,653.0
29.0,747.0,759.0,1033.0,869.0,66495.0,919.0,614.0,506.0,710.0,93.0,498.0,281.0,990.0,61417.0,62303.0,97957.0,70291.0,81705.0,156916.0,192772.0,172024.0,64170.0,107698.0,1437.0,133427.0,823.0,1123.0,919.0,1387.0,1029.0,818.0,61662.0,82.0,360.0,1086.0,852.0,817.0,202.0,428.0,242.0,80755.0,1293.0,1120.0,92.0,119.0,383.0,100.0,125.0,520.0,334.0,239.0,653.0
29.1,747.0,759.0,1033.0,869.0,66495.0,919.0,614.0,506.0,710.0,93.0,498.0,281.0,990.0,61417.0,62303.0,97957.0,70291.0,81705.0,156916.0,192772.0,172024.0,64170.0,107698.0,1437.0,133427.0,823.0,1123.0,919.0,1387.0,1029.0,818.0,61662.0,82.0,360.0,1086.0,852.0,817.0,202.0,428.0,242.0,80755.0,1293.0,1120.0,92.0,119.0,383.0,100.0,125.0,520.0,334.0,239.0,653.0
29.2,747.0,759.0,1033.0,869.0,66495.0,919.0,614.0,506.0,710.0,93.0,498.0,281.0,990.0,61417.0,62303.0,97957.0,70291.0,81705.0,156916.0,192772.0,172024.0,64170.0,107698.0,1437.0,133427.0,823.0,1123.0,919.0,1387.0,1029.0,818.0,61662.0,82.0,360.0,1086.0,852.0,817.0,202.0,428.0,242.0,80921.0,1293.0,1120.0,92.0,119.0,383.0,100.0,125.0,520.0,334.0,239.0,653.0
29.3,747.0,759.0,1033.0,869.0,66495.0,919.0,614.0,506.0,710.0,93.0,498.0,281.0,990.0,61417.0,62303.0,97957.0,70291.0,81705.0,156916.0,192772.0,172024.0,64170.0,107698.0,1437.0,133427.0,823.0,1123.0,919.0,1387.0,1029.0,818.0,61662.0,82.0,360.0,1086.0,852.0,817.0,202.0,428.0,242.0,80927.0,1293.0,1120.0,92.0,119.0,383.0,100.0,125.0,520.0,334.0,239.0,653.0
29.4,747.0,759.0,1033.0,869.0,66495.0,919.0,614.0,506.0,710.0,93.0,498.0,281.0,990.0,61417.0,62303.0,97957.0,70291.0,81705.0,156916.0,192772.0,172024.0,64170.0,107698.0,1437.0,133427.0,823.0,1123.0,919.0,1387.0,1029.0,818.0,61662.0,82.0,360.0,1086.0,852.0,817.0,202.0,428.0,242.0,81114.0,1293.0,1120.0,92.0,119.0,383.0,100.0,125.0,520.0,334.0,239.0,653.0
29.5,747.0,759.0,1033.0,869.0,66495.0,919.0,614.0,506.0,710.0,93.0,498.0,281.0,990.0,61417.0,62303.0,97957.0,70291.0,81705.0,156916.0,192772.0,172024.0,64170.0,107698.0,1437.0,133427.0,823.0,1123.0,919.0,1387.0,1029.0,818.0,61662.0,82.0,360.0,1086.0,852.0,817.0,202.0,428.0,242.0,81471.0,1293.0,1120.0,92.0,119.0,383.0,100.0,125.0,520.0,334.0,239.0,653.0
29.6,747.0,759.0,1033.0,869.0,66495.0,919.0,614.0,506.0,710.0,93.0,498.0,281.0,990.0,61417.0,62303.0,97957.0,70291.0,81705.0,156916.0,192772.0,172024.0,64170.0,107698.0,1437.0,133427.0,823.0,1123.0,919.0,1387.0,1029.0,818.0,61662.0,82.0,360.0,1086.0,852.0,817.0,202.0,428.0,242.0,81471.0,1293.0,1120.0,92.0,119.0,383.0,100.0,125.0,520.0,334.0,239.0,653.0
29.7,747.0,759.0,1033.0,869.0,66495.0,919.0,614.0,506.0,710.0,93.0,498.0,281.0,990.0,61417.0,62303.0,97957.0,70291.0,81705.0,156916.0,192772.0,172024.0,64170.0,107698.0,1437.0,133427.0,823.0,1123.0,919.0,1387.0,1029.0,818.0,61662.0,82.0,360.0,1086.0,852.0,817.0,202.0,428.0,242.0,81478.0,1293.0,1120.0,92.0,119.0,383.0,100.0,125.0,520.0,334.0,239.0,653.0
29.8,747.0,759.0,1033.0,869.0,66495.0,919.0,614.0,506.0,710.0,93.0,498.0,281.0,990.0,61417.0,62303.0,97957.0,70291.0,81705.0,156916.0,192772.0,172024.0,64170.0,107698.0,1437.0,133427.0,823.0,1123.0,919.0,1387.0,1029.0,818.0,61662.0,82.0,360.0,1086.0,852.0,817.0,202.0,428.0,242.0,81507.0,1293.0,1120.0,92.0,119.0,383.0,100.0,125.0,520.0,334.0,239.0,653.0
29.9,747.0,759.0,1033.0,869.0,66495.0,919.0,614.0,506.0,710.0,93.0,498.0,281.0,990.0,61417.0,62303.0,97957.0,70291.0,81705.0,156916.0,192772.0,172024.0,64170.0,107698.0,1437.0,133427.0,823.0,1123.0,919.0,1387.0,1029.0,818.0,61662.0,82.0,360.0,1086.0,852.0,817.0,202.0,428.0,242.0,81508.0,1293.0,1120.0,92.0,119.0,383.0,100.0,125.0,520.0,334.0,239.0,653.0
30.0,747.0,759.0,1033.0,869.0,66495.0,919.0,614.0,506.0,710.0,93.0,498.0,281.0,990.0,61417.0,62303.0,97957.0,70291.0,81705.0,156916.0,192772.0,172024.0,64170.0,107698.0,1437.0,133427.0,823.0,1123.0,919.0,1387.0,1029.0,818.0,61662.0,82.0,360.0,1086.0,852.0,817.0,202.0,428.0,242.0,81508.0,1293.0,1120.0,92.0,119.0,383.0,100.0,125.0,520.0,334.0,239.0,653.0
30.1,747.0,759.0,1033.0,869.0,66495.0,919.0,614.0,506.0,710.0,93.0,498.0,281.0,990.0,61417.0,62303.0,97957.0,70291.0,81705.0,156916.0,192772.0,172024.0,64170.0,107698.0,1437.0,133427.0,823.0,1123.0,919.0,1387.0,1029.0,818.0,61662.0,82.0,360.0,1086.0,852.0,817.0,202.0,428.0,242.0,81511.0,1293.0,1120.0,92.0,122.0,383.0,100.0,125.0,520.0,334.0,239.0,655.0
30.2,747.0,759.0,1033.0,869.0,66495.0,919.0,614.0,506.0,710.0,93.0,498.0,281.0,990.0,61417.0,62303.0,97957.0,70291.0,81705.0,156916.0,192772.0,172024.0,64170.0,107698.0,1437.0,133427.0,823.0,1123.0,919.0,1387.0,1029.0,818.0,61662.0,82.0,360.0,1086.0,852.0,817.0,202.0,428.0,242.0,81513.0,1293.0,1120.0,92.0,122.0,383.0,100.0,125.0,520.0,334.0,239.0,655.0
30.3,747.0,759.0,1033.0,869.0,66495.0,919.0,614.0,506.0,710.0,93.0,498.0,281.0,990.0,61417.0,62303.0,97957.0,70291.0,81705.0,156916.0,192772.0,172024.0,64170.0,107698.0,1437.0,133427.0,823.0,1123.0,919.0,1387.0,1029.0,818.0,61662.0,82.0,360.0,1086.0,852.0,817.0,202.0,428.0,242.0,81517.0,1293.0,1120.0,92.0,122.0,383.0,100.0,125.0,520.0,334.0,239.0,655.0
30.4,747.0,759.0,1033.0,869.0,66495.0,919.0,614.0,506.0,710.0,93.0,498.0,281.0,990.0,61417.0,62303.0,97957.0,70291.0,81705.0,156916.0,192772.0,172024.0,64170.0,107698.0,1437.0,133427.0,823.0,1123.0,919.0,1387.0,1029.0,818.0,61662.0,82.0,360.0,1086.0,852.0,817.0,202.0,428.0,242.0,81545.0,1293.0,1120.0,92.0,122.0,383.0,100.0,125.0,520.0,334.0,239.0,655.0
30.5,747.0,759.0,1033.0,869.0,66495.0,919.0,614.0,506.0,710.0,93.0,498.0,281.0,990.0,61417.0,62303.0,97957.0,70291.0,81705.0,156916.0,192772.0,172024.0,64170.0,107698.0,1437.0,133427.0,823.0,1123.0,919.0,1387.0,1029.0,818.0,61662.0,82.0,360.0,1086.0,852.0,817.0,202.0,428.0,242.0,81545.0,1293.0,1120.0,92.0,122.0,383.0,100.0,125.0,520.0,334.0,239.0,655.0
30.6,747.0,759.0,1033.0,869.0,66495.0,919.0,614.0,506.0,710.0,93.0,498.0,281.0,990.0,61417.0,62303.0,97957.0,70291.0,81705.0,156916.0,192772.0,172024.0,64170.0,107698.0,1437.0,133427.0,823.0,1123.0,919.0,1387.0,1029.0,818.0,61662.0,82.0,360.0,1086.0,852.0,817.0,202.0,428.0,242.0,81549.0,1293.0,1120.0,92.0,122.0,383.0,100.0,125.0,520.0,334.0,239.0,655.0
30.7,747.0,759.0,1033.0,869.0,66495.0,919.0,614.0,506.0,710.0,93.0,498.0,281.0,990.0,61417.0,62303.0,97957.0,70291.0,81705.0,156916.0,192772.0,172024.0,64170.0,107698.0,1437.0,133427.0,823.0,1123.0,919.0,1387.0,1029.0,818.0,61662.0,82.0,360.0,1086.0,852.0,817.0,202.0,428.0,242.0,81582.0,1293.0,1120.0,92.0,122.0,383.0,100.0,125.0,520.0,334.0,239.0,655.0
30.8,747.0,759.0,1033.0,869.0,66495.0,919.0,614.0,506.0,710.0,93.0,498.0,281.0,990.0,61417.0,62303.0,97957.0,70291.0,81705.0,156916.0,192772.0,172024.0,64170.0,107698.0,1437.0,133427.0,823.0,1123.0,919.0,1387.0,1029.0,818.0,61662.0,82.0,360.0,1086.0,852.0,817.0,202.0,428.0,242.0,81690.0,1293.0,1120.0,92.0,122.0,383.0,100.0,125.0,520.0,334.0,239.0,655.0
30.9,747.0,759.0,1033.0,869.0,66495.0,919.0,614.0,506.0,710.0,93.0,498.0,281.0,990.0,61417.0,62303.0,97957.0,70291.0,81705.0,156916.0,192772.0,172024.0,64170.0,107698.0,1437.0,133427.0,823.0,1123.0,919.0,1387.0,1029.0,818.0,61662.0,82.0,360.0,1086.0,852.0,817.0,202.0,428.0,242.0,81955.0,1293.0,1120.0,92.0,122.0,383.0,100.0,125.0,520.0,334.0,239.0,655.0
31.0,747.0,759.0,1033.0,869.0,66495.0,919.0,614.0,506.0,710.0,93.0,498.0,281.0,990.0,61417.0,62303.0,97957.0,70291.0,81705.0,156916.0,192772.0,172024.0,64170.0,107698.0,1437.0,133427.0,823.0,1123.0,919.0,1387.0,1029.0,818.0,61662.0,82.0,360.0,1086.0,852.0,817.0,202.0,428.0,242.0,81955.0,1293.0,1120.0,92.0,122.0,383.0,100.0,125.0,520.0,334.0,239.0,655.0
31.1,747.0,759.0,1033.0,869.0,66495.0,919.0,614.0,506.0,710.0,93.0,498.0,281.0,990.0,61417.0,62303.0,97957.0,70291.0,81705.0,156916.0,192772.0,172024.0,64170.0,107698.0,1437.0,133427.0,823.0,1123.0,919.0,1387.0,1029.0,818.0,61662.0,82.0,360.0,1086.0,852.0,817.0,202.0,428.0,242.0,81994.0,1293.0,1120.0,92.0,122.0,383.0,100.0,125.0,520.0,334.0,239.0,655.0
31.2,747.0,759.0,1033.0,869.0,66495.0,919.0,614.0,506.0,710.0,93.0,498.0,281.0,990.0,61417.0,62303.0,97957.0,70291.0,81705.0,156916.0,192772.0,172024.0,64170.0,107698.0,1437.0,133427.0,823.0,1123.0,919.0,1387.0,1029.0,818.0,61662.0,82.0,360.0,1086.0,852.0,817.0,202.0,428.0,242.0,82427.0,1293.0,1120.0,92.0,122.0,383.0,100.0,125.0,520.0,334.0,239.0,655.0
31.3,747.0,759.0,1033.0,869.0,66495.0,919.0,614.0,506.0,710.0,93.0,498.0,281.0,990.0,61417.0,62303.0,97957.0,70291.0,81705.0,156916.0,192772.0,172024.0,64170.0,107698.0,1437.0,133427.0,823.0,1123.0,919.0,1387.0,1029.0,818.0,61662.0,82.0,360.0,1086.0,852.0,817.0,202.0,428.0,242.0,82712.0,1293.0,1475.0,92.0,122.0,383.0,100.0,125.0,520.0,334.0,239.0,655.0
31.4,747.0,759.0,1033.0,869.0,66495.0,919.0,614.0,506.0,710.0,93.0,498.0,281.0,990.0,61417.0,62303.0,97957.0,70291.0,81705.0,156916.0,192772.0,172024.0,64170.0,107698.0,1437.0,133427.0,823.0,1123.0,919.0,1387.0,1029.0,818.0,61662.0,82.0,360.0,1086.0,852.0,817.0,202.0,428.0,242.0,82712.0,1293.0,1475.0,92.0,122.0,383.0,100.0,125.0,520.0,334.0,239.0,655.0
31.5,747.0,759.0,1033.0,869.0,66495.0,919.0,614.0,506.0,710.0,93.0,498.0,281.0,990.0,61417.0,62303.0,97957.0,70291.0,81705.0,156916.0,192772.0,172024.0,64170.0,107698.0,1437.0,133427.0,823.0,1123.0,919.0,1387.0,1029.0,818.0,61662.0,82.0,360.0,1086.0,852.0,817.0,202.0,428.0,242.0,82726.0,1293.0,1475.0,92.0,122.0,383.0,100.0,125.0,520.0,334.0,239.0,655.0
31.6,747.0,759.0,1033.0,869.0,66495.0,919.0,614.0,506.0,710.0,93.0,498.0,281.0,990.0,61417.0,62303.0,97957.0,70291.0,81705.0,156916.0,192772.0,172024.0,64170.0,107698.0,1437.0,133427.0,823.0,1123.0,919.0,1387.0,1029.0,818.0,61662.0,82.0,360.0,1086.0,852.0,817.0,202.0,428.0,242.0,83166.0,1293.0,1475.0,92.0,122.0,383.0,100.0,125.0,520.0,334.0,239.0,655.0
31.7,747.0,759.0,1033.0,869.0,66495.0,919.0,614.0,506.0,710.0,93.0,498.0,281.0,990.0,61417.0,62303.0,97957.0,70291.0,81705.0,156916.0,192772.0,172024.0,64170.0,107698.0,1437.0,133427.0,823.0,1123.0,919.0,1387.0,1029.0,818.0,61662.0,82.0,360.0,1086.0,852.0,817.0,202.0,428.0,242.0,83510.0,1293.0,1475.0,92.0,122.0,383.0,100.0,125.0,520.0,334.0,239.0,655.0
31.8,747.0,759.0,1033.0,869.0,66495.0,919.0,614.0,506.0,710.0,93.0,498.0,281.0,990.0,61417.0,62303.0,97957.0,70291.0,81705.0,156916.0,192772.0,172024.0,64170.0,107698.0,1437.0,133427.0,823.0,1123.0,919.0,1387.0,1029.0,818.0,61662.0,82.0,360.0,1086.0,852.0,817.0,202.0,428.0,242.0,83513.0,1293.0,1475.0,92.0,122.0,383.0,100.0,125.0,520.0,334.0,239.0,655.0
31.9,747.0,759.0,1033.0,869.0,66495.0,919.0,614.0,506.0,710.0,93.0,498.0,281.0,990.0,61417.0,62303.0,97957.0,70291.0,81705.0,156916.0,192772.0,172024.0,64170.0,107698.0,1437.0,133427.0,823.0,1123.0,919.0,1387.0,1029.0,818.0,61662.0,82.0,360.0,1086.0,852.0,817.0,202.0,428.0,242.0,83513.0,1293.0,1475.0,92.0,122.0,383.0,100.0,125.0,520.0,334.0,239.0,655.0
32.0,747.0,759.0,1033.0,869.0,66495.0,919.0,614.0,506.0,710.0,93.0,498.0,281.0,990.0,61417.0,62303.0,97957.0,70291.0,81705.0,156916.0,192772.0,172024.0,64170.0,107698.0,1437.0,133427.0,823.0,1123.0,919.0,1387.0,1029.0,818.0,61662.0,82.0,360.0,1086.0,852.0,817.0,202.0,428.0,242.0,83554.0,1293.0,1475.0,92.0,122.0,383.0,100.0,125.0,520.0,334.0,239.0,655.0
32.1,747.0,759.0,1033.0,869.0,66495.0,919.0,614.0,506.0,710.0,93.0,498.0,281.0,990.0,61417.0,62303.0,97957.0,70291.0,81705.0,156916.0,192772.0,172024.0,64170.0,107698.0,1437.0,133427.0,823.0,1123.0,919.0,1387.0,1029.0,818.0,61662.0,82.0,360.0,1086.0,852.0,817.0,202.0,428.0,242.0,83564.0,1293.0,1475.0,92.0,122.0,383.0,100.0,125.0,520.0,334.0,239.0,655.0
32.2,747.0,759.0,1033.0,869.0,66495.0,919.0,614.0,506.0,710.0,93.0,498.0,281.0,990.0,61417.0,62303.0,97957.0,70291.0,81705.0,156916.0,192772.0,172024.0,64170.0,107698.0,1437.0,133427.0,823.0,1123.0,919.0,1387.0,1029.0,818.0,61662.0,82.0,360.0,1086.0,852.0,817.0,202.0,428.0,242.0,83592.0,1293.0,1475.0,92.0,122.0,383.0,100.0,125.0,520.0,334.0,239.0,655.0
32.3,747.0,759.0,1033.0,869.0,66495.0,919.0,614.0,506.0,710.0,93.0,498.0,281.0,990.0,61417.0,62303.0,97957.0,70291.0,81705.0,156916.0,192772.0,172024.0,64170.0,107698.0,1437.0,133427.0,823.0,1123.0,919.0,1387.0,1029.0,818.0,61662.0,82.0,360.0,1086.0,852.0,817.0,202.0,428.0,242.0,83592.0,1293.0,1475.0,92.0,122.0,383.0,100.0,125.0,520.0,334.0,239.0,655.0
32.4,747.0,759.0,1033.0,869.0,66495.0,919.0,614.0,506.0,710.0,93.0,498.0,281.0,990.0,61417.0,62303.0,97957.0,70291.0,81705.0,156916.0,192772.0,172024.0,64170.0,107698.0,1437.0,133427.0,823.0,1123.0,919.0,1387.0,1029.0,818.0,61662.0,82.0,360.0,1086.0,852.0,817.0,202.0,428.0,242.0,83636.0,1293.0,1475.0,92.0,122.0,383.0,100.0,125.0,520.0,334.0,239.0,655.0
32.5,747.0,759.0,1033.0,869.0,66495.0,919.0,614.0,506.0,710.0,93.0,498.0,281.0,990.0,61417.0,62303.0,97957.0,70291.0,81705.0,156916.0,192772.0,172024.0,64170.0,107698.0,1437.0,133427.0,823.0,1123.0,919.0,1387.0,1029.0,818.0,61662.0,82.0,360.0,1086.0,852.0,817.0,202.0,428.0,242.0,83855.0,1293.0,1475.0,92.0,122.0,383.0,100.0,125.0,520.0,334.0,239.0,655.0
32.6,747.0,759.0,1033.0,869.0,66495.0,919.0,614.0,506.0,710.0,93.0,498.0,281.0,990.0,61417.0,62303.0,97957.0,70291.0,81705.0,156916.0,192772.0,172024.0,64170.0,107698.0,1437.0,133427.0,823.0,1123.0,919.0,1387.0,1029.0,818.0,61662.0,82.0,360.0,1086.0,852.0,817.0,202.0,428.0,242.0,83887.0,1293.0,1475.0,92.0,122.0,383.0,100.0,125.0,520.0,334.0,239.0,655.0
32.7,747.0,759.0,1033.0,869.0,66495.0,919.0,614.0,506.0,710.0,93.0,498.0,281.0,990.0,61417.0,62303.0,97957.0,70291.0,81705.0,156916.0,192772.0,172024.0,64170.0,107698.0,1437.0,133427.0,823.0,1123.0,919.0,1387.0,1029.0,818.0,61662.0,82.0,360.0,1086.0,852.0,817.0,202.0,428.0,242.0,84627.0,1293.0,1475.0,92.0,122.0,383.0,100.0,125.0,520.0,334.0,239.0,655.0
32.8,747.0,759.0,1033.0,869.0,66495.0,919.0,614.0,506.0,710.0,93.0,498.0,281.0,990.0,61417.0,62303.0,97957.0,70291.0,81705.0,156916.0,192772.0,172024.0,64170.0,107698.0,1437.0,133427.0,823.0,1123.0,919.0,1387.0,1029.0,818.0,61662.0,82.0,360.0,1086.0,852.0,817.0,202.0,428.0,242.0,84627.0,1293.0,1475.0,92.0,122.0,383.0,100.0,125.0,520.0,334.0,239.0,655.0
