Number of active threads,Average Book Pickup E0009,Average Create Delivery As E0009,Average Create Delivery As Lazada,Average Login API Gateway _ E0009,Average Login API Gateway _ Lazada,Book Pickup E0009,Create Delivery As E0009,Create Delivery As Lazada,Login API Gateway _ E0009,Login API Gateway _ Lazada
1,,,,,,,,,,1582.0
2,1231.6680851063834,1191.0530785562642,1281.1046277665987,1427.1740976645451,1637.0919999999999,1231.6680851063834,1191.0530785562642,1281.1046277665987,1427.1740976645451,1637.202404809621
